TransactionAmount,PreviousTransactionDate,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,TransactionDate,TransactionFrequency,TransactionType_Encoded,TimeSinceLastTransaction,CustomerAge_Binned,TransactionAmount_Binned,CustomerAge_Binned_Encoded,TransactionAmount_Binned_Encoded,Target
0.8933597681583394,2023-03-13 17:23:24,1.0,20.0,2.0,0.06451612903225812,3.0,0.4827586206896552,0.0,0.020014465534787865,2024-11-04 08:07:50,0.16129032258064516,0.0,0.8075806008682521,Young,Very High,2,3,2
0.725209708411458,2023-10-27 16:42:49,1.0,37.0,1.0,0.435483870967742,0.0,0.13793103448275862,0.0,0.9891024512090688,2024-11-04 08:10:51,0.12903225806451613,0.0,0.1814648924831691,Middle-aged,High,0,0,1
0.6280866770440987,2023-10-16 16:32:56,1.0,39.0,1.0,0.5,1.0,0.1206896551724138,0.0,0.3806929475140387,2024-11-04 08:06:23,0.29032258064516125,0.0,0.2116865723873803,Middle-aged,Medium,0,2,1
0.5648745589665707,2023-11-21 16:58:44,1.0,25.0,1.0,0.12903225806451613,3.0,0.46551724137931033,0.0,0.05373220208190774,2024-11-04 08:12:18,0.0967741935483871,0.0,0.11277514412138934,Young,Medium,2,2,3
0.8522675849906859,2023-03-02 17:53:32,1.0,38.0,0.0,0.9193548387096775,2.0,0.4379310344827586,0.0,0.3209446424418253,2024-11-04 08:11:15,0.4193548387096774,0.0,0.8377409934403165,Old,Very High,1,3,1
0.8799091183891914,2023-10-12 17:07:40,1.0,23.0,0.0,0.7741935483870968,0.0,0.27586206896551724,0.0,0.5252246123814761,2024-11-04 08:11:17,0.1935483870967742,0.0,0.22261561681964703,Old,Very High,1,3,3
0.7624304590261811,2023-01-24 17:17:20,1.0,28.0,2.0,0.5967741935483871,2.0,0.7103448275862069,0.0,0.061716478206919,2024-11-04 08:07:32,0.16129032258064516,0.0,0.9394229397149129,Middle-aged,High,0,0,3
0.7594970403852398,2023-07-31 18:39:50,1.0,35.0,0.0,0.7258064516129032,2.0,0.3758620689655172,0.0,0.28382629527705666,2024-11-04 08:07:31,0.06451612903225806,0.0,0.4229261414217268,Old,High,1,0,1
0.4536493103493064,2023-01-09 16:13:21,1.0,30.0,2.0,0.32258064516129037,0.0,0.031034482758620682,0.0,0.9486776000656059,2024-11-04 08:11:45,0.32258064516129037,0.0,0.9807503101638079,Young,Low,2,1,3
0.7176342413874821,2023-04-20 18:57:43,1.0,5.0,2.0,0.6290322580645161,0.0,0.36551724137931035,0.0,0.8910399724670863,2024-11-04 08:09:03,0.16129032258064516,0.0,0.7030365552552186,Middle-aged,High,0,0,0
0.518477895045617,2023-04-12 16:03:37,1.0,40.0,0.0,0.016129032258064557,3.0,0.36896551724137927,0.0,0.009446962170475522,2024-11-04 08:08:03,0.0,0.0,0.7253385958213928,Young,Low,2,1,1
0.7491058030597845,2023-07-26 16:52:28,1.0,21.0,1.0,0.14516129032258068,3.0,0.07931034482758621,0.0,0.05158119319151912,2024-11-04 08:09:53,0.1935483870967742,0.0,0.43686786511586406,Young,High,2,0,3
0.7978071805970034,2023-10-04 17:49:29,1.0,6.0,1.0,0.903225806451613,2.0,0.27586206896551724,0.0,0.3073274117851088,2024-11-04 08:11:12,0.16129032258064516,0.0,0.24450759172985947,Old,High,1,0,0
0.6655453298136774,2023-12-13 16:01:38,1.0,3.0,1.0,0.12903225806451613,3.0,0.22413793103448276,0.0,0.09464573555765579,2024-11-04 08:10:33,0.16129032258064516,0.0,0.05245801460132549,Young,Medium,2,2,0
0.8194441387396076,2023-10-09 16:29:40,1.0,28.0,2.0,0.016129032258064557,3.0,0.3275862068965517,0.0,0.04573918748327928,2024-11-04 08:11:35,0.25806451612903225,0.0,0.2309281244865239,Young,High,2,0,3
0.8474890344598122,2023-11-27 16:45:57,1.0,10.0,2.0,0.12903225806451613,3.0,0.4413793103448276,0.0,0.011041397510476086,2024-11-04 08:07:24,0.0967741935483871,0.0,0.09631126233880405,Young,High,2,0,0
0.3963442304031792,2023-03-27 16:45:18,1.0,34.0,2.0,0.3709677419354839,1.0,0.5689655172413793,0.0,0.08293752529115922,2024-11-04 08:06:31,0.16129032258064516,0.0,0.7691999495078846,Middle-aged,Very Low,0,4,1
0.7946656761698315,2023-02-13 16:59:39,1.0,18.0,2.0,0.8225806451612903,2.0,0.38275862068965516,0.0,0.2558551134186656,2024-11-04 08:07:07,0.12903225806451613,0.0,0.8845261470418516,Old,High,1,0,2
0.5769147356193848,2023-06-07 16:45:34,1.0,41.0,1.0,0.7903225806451613,0.0,0.46551724137931033,0.0,0.9950869612562968,2024-11-04 08:06:45,0.06451612903225806,0.0,0.5714528756521674,Old,Medium,1,2,1
0.669614700908011,2023-09-07 16:51:27,1.0,36.0,1.0,0.16129032258064518,3.0,0.4551724137931034,0.0,0.05496029372026398,2024-11-04 08:08:58,0.12903225806451613,0.0,0.31876914692706493,Young,Medium,2,2,1
0.604286392253921,2023-03-29 17:47:16,1.0,29.0,0.0,0.7096774193548387,2.0,0.27586206896551724,0.0,0.29418609184539085,2024-11-04 08:10:42,0.06451612903225806,0.0,0.7635967678815726,Old,Medium,1,2,3
0.7546408473689205,2023-08-04 17:53:40,1.0,23.0,1.0,0.11290322580645162,3.0,0.2517241379310345,0.0,0.08219408284341866,2024-11-04 08:09:15,0.16129032258064516,0.0,0.41203155521977497,Young,High,2,0,3
0.5305719519683099,2023-12-14 17:52:37,1.0,8.0,1.0,0.6290322580645161,2.0,0.14482758620689656,0.0,0.23080863146092492,2024-11-04 08:09:57,0.12903225806451613,0.0,0.04949870745080076,Middle-aged,Low,0,1,0
0.7437509842867887,2023-03-03 17:37:41,1.0,9.0,1.0,0.8064516129032258,2.0,0.17586206896551726,0.0,0.3049807955237505,2024-11-04 08:07:49,0.32258064516129037,0.0,0.8350181892727652,Old,High,1,0,0
0.7816394310458089,2023-06-09 16:18:15,1.0,16.0,1.0,0.4838709677419355,1.0,0.06206896551724138,0.0,0.3716782036924756,2024-11-04 08:07:09,0.12903225806451613,0.0,0.5660127666471796,Middle-aged,High,0,0,2
0.6135733935274251,2023-10-02 16:35:22,1.0,18.0,1.0,0.08064516129032262,3.0,0.1413793103448276,0.0,0.055727935018021424,2024-11-04 08:11:37,0.25806451612903225,0.0,0.25014272033169427,Young,Medium,2,2,2
0.7297805115697398,2023-05-16 16:07:30,1.0,9.0,1.0,0.9838709677419355,2.0,0.7482758620689656,0.0,0.2738348589812016,2024-11-04 08:11:03,0.1935483870967742,0.0,0.6319563784234642,Old,High,1,0,0
0.7679940429970991,2023-11-07 16:48:23,1.0,19.0,2.0,0.4838709677419355,1.0,0.7448275862068966,0.0,0.4403095032917158,2024-11-04 08:08:09,0.1935483870967742,0.0,0.1512377768249138,Middle-aged,High,0,0,2
0.8418321789047123,2023-05-30 17:43:25,1.0,30.0,1.0,0.6129032258064516,1.0,0.32413793103448274,0.0,0.5617521042916662,2024-11-04 08:08:01,0.12903225806451613,0.0,0.5933168453032399,Middle-aged,High,0,0,3
0.24833581523499804,2023-11-02 16:01:40,1.0,5.0,2.0,0.5161290322580645,0.0,0.393103448275862,0.0,0.9334619009272195,2024-11-04 08:11:32,0.1935483870967742,0.0,0.16506576292858333,Middle-aged,Very Low,0,4,0
0.6929690634483433,2023-03-29 17:00:31,1.0,26.0,1.0,0.3870967741935484,1.0,0.6068965517241379,0.0,0.16695996569140822,2024-11-04 08:11:41,0.25806451612903225,0.0,0.763687808814803,Middle-aged,Medium,0,2,3
0.7464478258934235,2023-04-25 16:11:24,1.0,16.0,1.0,0.6129032258064516,2.0,0.7413793103448276,0.0,0.1958426375671014,2024-11-04 08:10:12,0.12903225806451613,0.0,0.6896235301649541,Middle-aged,High,0,0,2
0.8223017321558509,2023-04-18 18:40:47,1.0,0.0,1.0,0.11290322580645162,3.0,0.4068965517241379,0.0,0.12436662871032231,2024-11-04 08:12:10,0.32258064516129037,0.0,0.7085677687695077,Young,High,2,0,0
0.619719858122806,2023-02-09 16:34:53,1.0,2.0,2.0,0.6774193548387097,1.0,0.020689655172413793,0.0,0.2396035690615014,2024-11-04 08:07:11,0.06451612903225806,0.0,0.8955594562300527,Old,Medium,1,2,0
0.6844761783424884,2023-11-13 16:42:28,1.0,16.0,1.0,0.22580645161290325,1.0,0.32068965517241377,0.0,0.05886773580771057,2024-11-04 08:08:42,0.06451612903225806,0.0,0.13477119305932406,Young,Medium,2,2,2
0.6373048935134937,2023-07-18 16:12:00,1.0,1.0,0.0,0.4193548387096775,1.0,0.7241379310344828,0.0,0.25173727577412797,2024-11-04 08:10:18,0.16129032258064516,0.0,0.45891773119763946,Middle-aged,Medium,0,2,0
0.6467651810167199,2023-01-13 17:00:16,1.0,9.0,2.0,0.27419354838709675,1.0,0.43103448275862066,0.0,0.4217032763898542,2024-11-04 08:09:26,0.16129032258064516,0.0,0.9696704632918601,Young,Medium,2,2,0
0.411800870902227,2023-07-04 18:20:33,1.0,4.0,0.0,0.7096774193548387,2.0,0.15517241379310343,0.0,0.38750156284239695,2024-11-04 08:12:15,0.16129032258064516,0.0,0.4971270768355277,Old,Low,1,1,0
0.7133462598409716,2023-10-20 16:54:28,1.0,17.0,2.0,0.12903225806451613,3.0,0.9310344827586207,0.0,0.4326465341197063,2024-11-04 08:08:45,0.22580645161290322,0.0,0.20066407113119655,Young,High,2,0,2
0.9373906591197217,2023-10-04 16:36:29,1.0,16.0,1.0,0.03225806451612906,3.0,0.04827586206896552,0.0,0.03392544334309802,2024-11-04 08:06:51,0.25806451612903225,0.0,0.244638526647449,Young,Very High,2,3,2
0.7122967768439603,2023-12-28 17:31:03,1.0,13.0,0.0,0.30645161290322587,1.0,0.1413793103448276,0.0,0.44288063110600845,2024-11-04 08:09:17,0.16129032258064516,0.0,0.011087762092748754,Young,High,2,0,2
0.7460994446571892,2023-06-12 17:53:52,1.0,18.0,2.0,0.06451612903225812,3.0,0.35517241379310344,0.0,0.035822364308309484,2024-11-04 08:08:22,0.12903225806451613,0.0,0.5575932604533286,Young,High,2,0,2
0.5862199390910648,2023-03-13 16:32:12,1.0,25.0,1.0,0.4193548387096775,0.0,0.20344827586206898,0.0,0.979703886738627,2024-11-04 08:11:36,0.0967741935483871,0.0,0.8076854378088228,Middle-aged,Medium,0,2,3
0.6231486462345751,2023-12-18 18:46:27,1.0,24.0,1.0,0.016129032258064557,3.0,0.23103448275862065,0.0,0.08477260475077203,2024-11-04 08:06:50,0.25806451612903225,0.0,0.03840414271848802,Young,Medium,2,2,3
0.6733639343072838,2023-07-17 18:54:31,1.0,39.0,2.0,0.5161290322580645,0.0,0.19655172413793104,0.0,0.7008988528400713,2024-11-04 08:10:29,0.25806451612903225,0.0,0.4613546019872544,Middle-aged,Medium,0,2,1
0.6805372614904639,2023-06-19 18:22:10,1.0,10.0,0.0,0.32258064516129037,1.0,0.3172413793103448,0.0,0.030333930686427268,2024-11-04 08:09:51,0.0,0.0,0.5383167097272691,Young,Medium,2,2,0
0.9001350504666975,2023-01-23 16:32:48,1.0,11.0,0.0,0.7258064516129032,2.0,0.2655172413793103,0.0,0.3101882536093257,2024-11-04 08:11:07,0.16129032258064516,0.0,0.9422611980268404,Old,Very High,1,3,2
0.7276633722550195,2023-11-06 16:34:10,1.0,10.0,2.0,0.5,0.0,0.5517241379310345,0.0,0.475615625466332,2024-11-04 08:09:38,0.16129032258064516,0.0,0.15401420740809357,Middle-aged,High,0,0,0
0.6572337933429065,2023-07-03 16:40:24,1.0,36.0,2.0,0.25806451612903225,0.0,0.506896551724138,0.0,0.0956170505097219,2024-11-04 08:09:42,0.1935483870967742,0.0,0.5000597138243973,Young,Medium,2,2,1
0.9510405346052914,2023-09-29 17:22:10,1.0,2.0,2.0,0.5806451612903226,1.0,0.06896551724137931,0.0,0.5749263615550182,2024-11-04 08:06:53,0.12903225806451613,0.0,0.25828389048805656,Middle-aged,Very High,0,3,0
0.41068443399548293,2023-10-20 17:27:35,1.0,23.0,1.0,0.7419354838709677,0.0,0.20344827586206898,0.0,0.6566411727300472,2024-11-04 08:12:05,0.16129032258064516,0.0,0.2006072659120336,Old,Low,1,1,3
0.8340660409739364,2023-08-28 17:03:53,1.0,42.0,0.0,0.4838709677419355,0.0,0.3620689655172414,0.0,0.7028125785622389,2024-11-04 08:07:32,0.25806451612903225,0.0,0.34620756182049706,Middle-aged,High,0,0,1
0.29071874240228474,2023-06-22 18:37:29,1.0,36.0,2.0,0.6451612903225806,0.0,0.5827586206896552,0.0,0.8592379782129688,2024-11-04 08:09:10,0.1935483870967742,0.0,0.5300467344516852,Middle-aged,Very Low,0,4,1
0.7838882866045318,2023-11-20 16:28:09,1.0,18.0,2.0,0.09677419354838712,3.0,0.3103448275862069,0.0,0.046408016810134484,2024-11-04 08:08:38,0.0967741935483871,0.0,0.11557296805235695,Young,High,2,0,2
0.8657712935916615,2023-09-14 16:49:33,1.0,25.0,2.0,0.6774193548387097,2.0,0.08275862068965517,0.0,0.266373546892666,2024-11-04 08:08:12,0.16129032258064516,0.0,0.2995459047362806,Old,Very High,1,3,3
0.7073684508887514,2023-10-02 16:36:10,1.0,18.0,0.0,0.5645161290322581,1.0,0.15517241379310343,0.0,0.1901397752464586,2024-11-04 08:08:01,0.1935483870967742,0.0,0.25013432829036286,Middle-aged,High,0,0,2
0.7114395602215228,2023-03-27 18:16:04,1.0,15.0,1.0,0.04838709677419356,3.0,0.43103448275862066,0.0,0.03473879357977622,2024-11-04 08:10:44,0.12903225806451613,0.0,0.7690348742403336,Young,High,2,0,2
0.7999328785975857,2023-12-21 16:37:03,1.0,20.0,2.0,0.016129032258064557,3.0,0.8620689655172414,0.0,0.0856740119139005,2024-11-04 08:08:21,0.25806451612903225,0.0,0.030414378974477962,Young,High,2,0,2
0.8511911539111023,2023-03-02 16:05:09,1.0,35.0,0.0,0.1774193548387097,1.0,0.21379310344827585,0.0,0.0700603761307921,2024-11-04 08:08:04,0.1935483870967742,0.0,0.8379416395194196,Young,Very High,2,3,1
0.8190271570777785,2023-06-26 16:16:50,1.0,23.0,1.0,0.532258064516129,1.0,0.40344827586206894,0.0,0.5113458997065218,2024-11-04 08:09:32,0.1935483870967742,0.0,0.5193297480032107,Middle-aged,High,0,0,3
0.8903489103194329,2023-04-18 17:27:23,1.0,37.0,1.0,0.14516129032258068,3.0,0.603448275862069,0.0,0.1190926237872007,2024-11-04 08:10:47,0.06451612903225806,0.0,0.7087051248702373,Young,Very High,2,3,1
0.4148895057173798,2023-07-17 17:08:24,1.0,21.0,0.0,0.6290322580645161,1.0,0.23448275862068962,0.0,0.0067077867866212615,2024-11-04 08:11:05,0.1935483870967742,0.0,0.46155814077757407,Middle-aged,Low,0,1,3
0.6508751598891185,2023-09-01 17:26:02,1.0,5.0,1.0,0.8548387096774193,2.0,0.4241379310344827,0.0,0.13541609250413736,2024-11-04 08:07:22,0.25806451612903225,0.0,0.33517905262563297,Old,Medium,1,2,0
0.6170875704413816,2023-09-11 16:19:04,1.0,35.0,1.0,0.30645161290322587,0.0,0.5689655172413793,0.0,0.5069934676548761,2024-11-04 08:08:38,0.12903225806451613,0.0,0.3078443303034991,Young,Medium,2,2,1
0.7805258001239543,2023-01-24 17:23:56,1.0,13.0,1.0,0.19354838709677424,1.0,0.04827586206896552,0.0,0.5915731537957913,2024-11-04 08:11:07,0.25806451612903225,0.0,0.9394171860805153,Young,High,2,0,2
0.5961839720785117,2023-08-11 16:18:46,1.0,12.0,2.0,0.03225806451612906,3.0,0.5413793103448277,0.0,0.6239391156933577,2024-11-04 08:10:02,0.06451612903225806,0.0,0.39298864655350785,Young,Medium,2,2,2
0.5734129101627047,2023-10-16 18:35:11,1.0,13.0,1.0,0.5967741935483871,0.0,0.5310344827586208,0.0,0.07260058319228542,2024-11-04 08:10:52,0.12903225806451613,0.0,0.21146195812962632,Middle-aged,Medium,0,2,2
0.689437291855017,2023-02-24 16:29:23,1.0,41.0,1.0,0.14516129032258068,1.0,0.4689655172413793,0.0,0.6263206858491849,2024-11-04 08:08:32,0.25806451612903225,0.0,0.8543752273043203,Young,Medium,2,2,1
0.6335940765463428,2023-01-02 16:36:02,1.0,19.0,0.0,0.22580645161290325,1.0,0.7758620689655172,0.0,0.5279160622555749,2024-11-04 08:06:35,0.1935483870967742,0.0,0.9999225961339328,Young,Medium,2,2,2
0.7502583983731617,2023-11-30 16:31:03,1.0,7.0,2.0,0.4516129032258065,1.0,0.1413793103448276,0.0,0.6262682550074815,2024-11-04 08:10:48,0.1935483870967742,0.0,0.08810670683996191,Middle-aged,High,0,0,0
0.617040520862349,2023-11-01 16:52:01,1.0,39.0,2.0,0.6612903225806451,2.0,0.24137931034482757,0.0,0.4062334893262906,2024-11-04 08:09:24,0.22580645161290322,0.0,0.16771214865916317,Middle-aged,Medium,0,2,1
0.8731079124954314,2023-03-06 16:47:02,1.0,34.0,1.0,0.14516129032258068,3.0,0.02413793103448276,0.0,0.021469757487191415,2024-11-04 08:11:40,0.1935483870967742,0.0,0.8268826773866941,Young,Very High,2,3,1
0.817703651201498,2023-11-27 18:32:49,1.0,20.0,2.0,0.06451612903225812,3.0,0.08620689655172413,0.0,0.023296098473187005,2024-11-04 08:09:22,0.16129032258064516,0.0,0.09611118844433708,Young,High,2,0,2
0.646594768282857,2023-07-31 16:37:46,1.0,35.0,0.0,0.7258064516129032,2.0,0.4724137931034483,0.0,0.5296993830637627,2024-11-04 08:10:42,0.12903225806451613,0.0,0.42316502850735127,Old,Medium,1,2,1
0.9171515008043193,2023-11-22 16:13:39,1.0,8.0,0.0,0.5645161290322581,2.0,0.21724137931034482,0.0,0.11619817244907152,2024-11-04 08:07:35,0.0967741935483871,0.0,0.11010564848911308,Middle-aged,Very High,0,3,0
0.7199336592095275,2023-03-21 16:29:31,1.0,27.0,0.0,0.11290322580645162,3.0,0.5862068965517242,0.0,0.05940884898169896,2024-11-04 08:10:26,0.12903225806451613,0.0,0.7857164404889673,Young,High,2,0,3
0.724735009567498,2023-04-20 18:26:50,1.0,9.0,2.0,0.532258064516129,1.0,0.5655172413793104,0.0,0.5880327276002674,2024-11-04 08:06:56,0.22580645161290322,0.0,0.7030914214042258,Middle-aged,High,0,0,0
0.7011039912663091,2023-03-01 17:52:14,1.0,9.0,0.0,0.967741935483871,2.0,0.9379310344827586,0.0,0.23039120129813387,2024-11-04 08:09:36,0.03225806451612903,0.0,0.8404868121454582,Old,High,1,0,0
0.7592441862594856,2023-02-10 16:52:48,1.0,14.0,2.0,0.3548387096774194,1.0,0.32413793103448274,0.0,0.025469961833036004,2024-11-04 08:06:30,0.0967741935483871,0.0,0.8927774945287229,Middle-aged,High,0,0,2
0.24833581523499804,2023-07-21 16:43:11,1.0,36.0,2.0,0.467741935483871,0.0,0.33448275862068966,0.0,0.8095873155005735,2024-11-04 08:09:53,0.0967741935483871,0.0,0.4506180023209717,Middle-aged,Very Low,0,4,1
0.7472021880854705,2023-10-09 17:02:43,1.0,2.0,2.0,0.8064516129032258,0.0,0.1275862068965517,0.0,0.903793438616256,2024-11-04 08:12:18,0.16129032258064516,0.0,0.23086645569795283,Old,High,1,0,0
0.5224413700706247,2024-01-01 16:34:10,1.0,28.0,0.0,0.4032258064516129,1.0,0.38620689655172413,0.0,0.3755607747396271,2024-11-04 08:07:42,0.1935483870967742,0.0,0.00020728977849049368,Middle-aged,Low,0,1,3
0.6180368502854952,2023-05-22 17:09:52,1.0,14.0,1.0,0.33870967741935487,1.0,0.5413793103448277,0.0,0.428843281525388,2024-11-04 08:10:02,0.1935483870967742,0.0,0.6153565710017398,Middle-aged,Medium,0,2,2
